path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes
0.6 BACK/NON BSA/5 hrs/PXL_20260827_162641528.jpg,0.6,non-BSA,5.0,2026-08-27 16:26:41.528,12,13.427,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_170607708.jpg,0.6,non-BSA,6.0,2026-08-27 17:06:07.708,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_170623820.jpg,0.6,non-BSA,6.0,2026-08-27 17:06:23.820,2,16.112,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_170632814.jpg,0.6,non-BSA,6.0,2026-08-27 17:06:32.814,3,8.994,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_170713722.jpg,0.6,non-BSA,6.0,2026-08-27 17:07:13.722,4,40.908,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_170728483.jpg,0.6,non-BSA,6.0,2026-08-27 17:07:28.483,5,14.761,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_170817720.jpg,0.6,non-BSA,6.0,2026-08-27 17:08:17.720,6,49.237,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_172011585.jpg,0.6,non-BSA,6.0,2026-08-27 17:20:11.585,7,713.865,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_172030214.jpg,0.6,non-BSA,6.0,2026-08-27 17:20:30.214,8,18.629,0.4 PEG,PEG,False,0.4,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/6 hrs/PXL_20260827_172053476.jpg,0.6,non-BSA,6.0,2026-08-27 17:20:53.476,9,23.262,0.4 PEG,PEG,False,0.4,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/6 hrs/PXL_20260827_172136542.jpg,0.6,non-BSA,6.0,2026-08-27 17:21:36.542,10,43.066,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/6 hrs/PXL_20260827_172153918.jpg,0.6,non-BSA,6.0,2026-08-27 17:21:53.918,11,17.376,0.6 COOH,COOH,False,0.6,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/6 hrs/PXL_20260827_172208411.jpg,0.6,non-BSA,6.0,2026-08-27 17:22:08.411,12,14.493,0.6 COOH,COOH,False,0.6,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_183958875.jpg,0.6,non-BSA,7.5,2026-08-27 18:39:58.875,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184030941.jpg,0.6,non-BSA,7.5,2026-08-27 18:40:30.941,2,32.066,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184053030.jpg,0.6,non-BSA,7.5,2026-08-27 18:40:53.030,3,22.089,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184130274.jpg,0.6,non-BSA,7.5,2026-08-27 18:41:30.274,4,37.244,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184155173.jpg,0.6,non-BSA,7.5,2026-08-27 18:41:55.173,5,24.899,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_184211163.jpg,0.6,non-BSA,7.5,2026-08-27 18:42:11.163,6,15.99,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185342484.jpg,0.6,non-BSA,7.5,2026-08-27 18:53:42.484,7,691.321,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185358682.jpg,0.6,non-BSA,7.5,2026-08-27 18:53:58.682,8,16.198,0.4 PEG,PEG,False,0.4,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185412956.jpg,0.6,non-BSA,7.5,2026-08-27 18:54:12.956,9,14.274,0.4 PEG,PEG,False,0.4,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185453614.jpg,0.6,non-BSA,7.5,2026-08-27 18:54:53.614,10,40.658,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185509964.jpg,0.6,non-BSA,7.5,2026-08-27 18:55:09.964,11,16.35,0.6 COOH,COOH,False,0.6,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/7.5 hrs/PXL_20260827_185524974.jpg,0.6,non-BSA,7.5,2026-08-27 18:55:24.974,12,15.01,0.6 COOH,COOH,False,0.6,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/9 hrs/PXL_20260827_200750256.jpg,0.6,non-BSA,9.0,2026-08-27 20:07:50.256,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_200800276.jpg,0.6,non-BSA,9.0,2026-08-27 20:08:00.276,2,10.02,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_200812542.jpg,0.6,non-BSA,9.0,2026-08-27 20:08:12.542,3,12.266,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_200838211.jpg,0.6,non-BSA,9.0,2026-08-27 20:08:38.211,4,25.669,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_200854136.jpg,0.6,non-BSA,9.0,2026-08-27 20:08:54.136,5,15.925,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_200915546.jpg,0.6,non-BSA,9.0,2026-08-27 20:09:15.546,6,21.41,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_201949812.jpg,0.6,non-BSA,9.0,2026-08-27 20:19:49.812,7,634.266,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202008369.jpg,0.6,non-BSA,9.0,2026-08-27 20:20:08.369,8,18.557,0.4 PEG,PEG,False,0.4,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202022101.jpg,0.6,non-BSA,9.0,2026-08-27 20:20:22.101,9,13.732,0.4 PEG,PEG,False,0.4,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202056814.jpg,0.6,non-BSA,9.0,2026-08-27 20:20:56.814,10,34.713,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202112888.jpg,0.6,non-BSA,9.0,2026-08-27 20:21:12.888,11,16.074,0.6 COOH,COOH,False,0.6,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202131901.jpg,0.6,non-BSA,9.0,2026-08-27 20:21:31.901,12,19.013,0.6 COOH,COOH,False,0.6,True,3,none,,low,"tally rows drawn close together, could be 2"
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213653405.jpg,0.6,non-BSA,10.5,2026-08-27 21:36:53.405,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,"sticker written in black marker, no BSA"
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213707939.jpg,0.6,non-BSA,10.5,2026-08-27 21:37:07.939,2,14.534,0.4 PEG,PEG,False,0.4,False,2,present,large,high,"sticker written in black marker, no BSA"
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213719214.jpg,0.6,non-BSA,10.5,2026-08-27 21:37:19.214,3,11.275,0.4 PEG,PEG,False,0.4,False,1,present,large,high,near-duplicate framing of 0537
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213742710.jpg,0.6,non-BSA,10.5,2026-08-27 21:37:42.710,4,23.496,0.4 PEG,PEG,False,0.4,False,1,present,large,high,near-duplicate framing of 0537/0539
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213804509.jpg,0.6,non-BSA,10.5,2026-08-27 21:38:04.509,5,21.799,0.4 PEG,PEG,False,0.4,False,2,present,large,high,near-duplicate framing of 0538
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213813658.jpg,0.6,non-BSA,10.5,2026-08-27 21:38:13.658,6,9.149,0.4 PEG,PEG,False,0.4,False,3,present,large,high,"sticker written in black marker, no BSA"
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214659787.jpg,0.6,non-BSA,10.5,2026-08-27 21:46:59.787,7,526.129,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214717529.jpg,0.6,non-BSA,10.5,2026-08-27 21:47:17.529,8,17.742,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214741580.jpg,0.6,non-BSA,10.5,2026-08-27 21:47:41.580,9,24.051,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214833692.jpg,0.6,non-BSA,10.5,2026-08-27 21:48:33.692,10,52.112,0.4 COOH,COOH,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214846845.jpg,0.6,non-BSA,10.5,2026-08-27 21:48:46.845,11,13.153,0.4 COOH,COOH,False,0.4,True,3,none,,high,
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214857761.jpg,0.6,non-BSA,10.5,2026-08-27 21:48:57.761,12,10.916,0.4 COOH,COOH,False,0.4,True,3,none,,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225710934.jpg,0.6,non-BSA,12.0,2026-08-27 22:57:10.934,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225741485.jpg,0.6,non-BSA,12.0,2026-08-27 22:57:41.485,2,30.551,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225825698.jpg,0.6,non-BSA,12.0,2026-08-27 22:58:25.698,3,44.213,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225855047.jpg,0.6,non-BSA,12.0,2026-08-27 22:58:55.047,4,29.349,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225905696.jpg,0.6,non-BSA,12.0,2026-08-27 22:59:05.696,5,10.649,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225925599.jpg,0.6,non-BSA,12.0,2026-08-27 22:59:25.599,6,19.903,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231002599.jpg,0.6,non-BSA,12.0,2026-08-27 23:10:02.599,7,637.0,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231041431.jpg,0.6,non-BSA,12.0,2026-08-27 23:10:41.431,8,38.832,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231103164.jpg,0.6,non-BSA,12.0,2026-08-27 23:11:03.164,9,21.733,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231147704.jpg,0.6,non-BSA,12.0,2026-08-27 23:11:47.704,10,44.54,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231211243.jpg,0.6,non-BSA,12.0,2026-08-27 23:12:11.243,11,23.539,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231232825.jpg,0.6,non-BSA,12.0,2026-08-27 23:12:32.825,12,21.582,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084153934.jpg,0.6,non-BSA,21.5,2026-08-28 08:41:53.934,1,,0.6 PEG,PEG,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084231375.jpg,0.6,non-BSA,21.5,2026-08-28 08:42:31.375,2,37.441,0.6 PEG,PEG,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084249640.jpg,0.6,non-BSA,21.5,2026-08-28 08:42:49.640,3,18.265,0.6 PEG,PEG,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084327210.jpg,0.6,non-BSA,21.5,2026-08-28 08:43:27.210,4,37.57,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084402659.jpg,0.6,non-BSA,21.5,2026-08-28 08:44:02.659,5,35.449,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084427580.jpg,0.6,non-BSA,21.5,2026-08-28 08:44:27.580,6,24.921,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085720753.jpg,0.6,non-BSA,21.5,2026-08-28 08:57:20.753,7,773.173,0.6 PEG,PEG,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085734553.jpg,0.6,non-BSA,21.5,2026-08-28 08:57:34.553,8,13.8,0.6 PEG,PEG,False,0.6,True,2,none,,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085758291.jpg,0.6,non-BSA,21.5,2026-08-28 08:57:58.291,9,23.738,0.6 PEG,PEG,False,0.6,True,3,none,,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085932728.jpg,0.6,non-BSA,21.5,2026-08-28 08:59:32.728,10,94.437,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085941905.jpg,0.6,non-BSA,21.5,2026-08-28 08:59:41.905,11,9.177,0.6 COOH,COOH,False,0.6,True,2,none,,high,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085953523.jpg,0.6,non-BSA,21.5,2026-08-28 08:59:53.523,12,11.618,0.6 COOH,COOH,False,0.6,True,3,none,,high,
