path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes,idx,dropped_dup,agarose_f,bsa_f,coating_f,control_f,magnet_f,tally_f,duplicate_shot,tally_certainty,tally_changed,gap,burst,tally_conflict,low_conf,arm,series
0.6 BACK/BSA/2 hrs/PXL_20260827_130532210.jpg,0.6,BSA,2.0,2026-08-27 13:05:32.210,5,15.206,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,,334,False,0.6,BSA,COOH,False,present,2,False,high,False,15.206,1,False,False,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/2 hrs/PXL_20260827_130551369.jpg,0.6,BSA,2.0,2026-08-27 13:05:51.369,6,19.159,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3; appears to be same sample as 0200",335,False,0.6,BSA,COOH,False,present,3,False,high,False,19.159,1,False,True,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/2 hrs/PXL_20260827_131356599.jpg,0.6,BSA,2.0,2026-08-27 13:13:56.599,7,485.23,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,336,False,0.6,BSA,PEG,True,none,1,False,high,False,485.23,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/2 hrs/PXL_20260827_131406069.jpg,0.6,BSA,2.0,2026-08-27 13:14:06.069,8,9.47,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,337,False,0.6,BSA,PEG,True,none,2,False,high,True,9.47,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/2 hrs/PXL_20260827_131418072.jpg,0.6,BSA,2.0,2026-08-27 13:14:18.072,9,12.003,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0214,338,False,0.6,BSA,PEG,True,none,3,False,high,False,12.003,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/2 hrs/PXL_20260827_131449708.jpg,0.6,BSA,2.0,2026-08-27 13:14:49.708,10,31.636,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,,339,False,0.6,BSA,COOH,True,none,1,False,high,False,31.636,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/2 hrs/PXL_20260827_131459886.jpg,0.6,BSA,2.0,2026-08-27 13:14:59.886,11,10.178,0.6 BSA COOH,COOH,True,0.6,True,2,none,,low,"two rows fairly close together, borderline 2-vs-3",340,False,0.6,BSA,COOH,True,none,2,False,high,False,10.178,2,False,True,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/2 hrs/PXL_20260827_131512759.jpg,0.6,BSA,2.0,2026-08-27 13:15:12.759,12,12.873,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3",341,False,0.6,BSA,COOH,True,none,3,False,high,False,12.873,2,False,True,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/3 hrs/PXL_20260827_140621260.jpg,0.6,BSA,3.0,2026-08-27 14:06:21.260,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,,342,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/3 hrs/PXL_20260827_140641337.jpg,0.6,BSA,3.0,2026-08-27 14:06:41.337,2,20.077,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,343,False,0.6,BSA,PEG,False,present,2,False,high,False,20.077,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/3 hrs/PXL_20260827_140703445.jpg,0.6,BSA,3.0,2026-08-27 14:07:03.445,3,22.108,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,,344,False,0.6,BSA,PEG,False,present,3,False,high,False,22.108,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/3 hrs/PXL_20260827_140734877.jpg,0.6,BSA,3.0,2026-08-27 14:07:34.877,4,31.432,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,single dashed/blobby row,345,False,0.6,BSA,COOH,False,present,1,False,high,False,31.432,1,False,False,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/3 hrs/PXL_20260827_140755390.jpg,0.6,BSA,3.0,2026-08-27 14:07:55.390,5,20.513,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3",346,False,0.6,BSA,COOH,False,present,2,False,low,True,20.513,1,False,True,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/3 hrs/PXL_20260827_140819355.jpg,0.6,BSA,3.0,2026-08-27 14:08:19.355,6,23.965,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,same sample/pattern as 0223,347,False,0.6,BSA,COOH,False,present,3,False,low,False,23.965,1,False,True,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/3 hrs/PXL_20260827_141649696.jpg,0.6,BSA,3.0,2026-08-27 14:16:49.696,7,510.341,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,348,False,0.6,BSA,PEG,True,none,1,False,high,False,510.341,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/3 hrs/PXL_20260827_141701856.jpg,0.6,BSA,3.0,2026-08-27 14:17:01.856,8,12.16,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,349,False,0.6,BSA,PEG,True,none,2,False,high,True,12.16,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/3 hrs/PXL_20260827_141715388.jpg,0.6,BSA,3.0,2026-08-27 14:17:15.388,9,13.532,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0226,350,False,0.6,BSA,PEG,True,none,3,False,high,False,13.532,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/3 hrs/PXL_20260827_141754017.jpg,0.6,BSA,3.0,2026-08-27 14:17:54.017,10,38.629,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,,351,False,0.6,BSA,COOH,True,none,1,False,high,False,38.629,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/3 hrs/PXL_20260827_141828121.jpg,0.6,BSA,3.0,2026-08-27 14:18:28.121,11,34.104,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"control mark messy; thin top plus 2 thick tally rows, borderline 2-vs-3",352,False,0.6,BSA,COOH,True,none,2,False,high,True,34.104,2,False,True,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/3 hrs/PXL_20260827_141848981.jpg,0.6,BSA,3.0,2026-08-27 14:18:48.981,12,20.86,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,same sample/pattern as 0229,353,False,0.6,BSA,COOH,True,none,3,False,high,False,20.86,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/4 hrs/PXL_20260827_150314744.jpg,0.6,BSA,4.0,2026-08-27 15:03:14.744,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,,354,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/4 hrs/PXL_20260827_150334569.jpg,0.6,BSA,4.0,2026-08-27 15:03:34.569,2,19.825,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,355,False,0.6,BSA,PEG,False,present,2,False,high,False,19.825,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/4 hrs/PXL_20260827_150348378.jpg,0.6,BSA,4.0,2026-08-27 15:03:48.378,3,13.809,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,,356,False,0.6,BSA,PEG,False,present,3,False,high,False,13.809,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/4 hrs/PXL_20260827_150414044.jpg,0.6,BSA,4.0,2026-08-27 15:04:14.044,4,25.666,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,single dashed/blobby row,357,False,0.6,BSA,COOH,False,present,1,False,high,False,25.666,1,False,False,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/4 hrs/PXL_20260827_150422378.jpg,0.6,BSA,4.0,2026-08-27 15:04:22.378,5,8.334,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3",358,False,0.6,BSA,COOH,False,present,2,False,high,True,8.334,1,False,True,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/4 hrs/PXL_20260827_150436900.jpg,0.6,BSA,4.0,2026-08-27 15:04:36.900,6,14.522,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,same sample/pattern as 0235,359,False,0.6,BSA,COOH,False,present,3,False,high,False,14.522,1,False,True,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/4 hrs/PXL_20260827_151522132.jpg,0.6,BSA,4.0,2026-08-27 15:15:22.132,7,645.232,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,360,False,0.6,BSA,PEG,True,none,1,False,high,False,645.232,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/4 hrs/PXL_20260827_151539889.jpg,0.6,BSA,4.0,2026-08-27 15:15:39.889,8,17.757,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,361,False,0.6,BSA,PEG,True,none,2,False,high,True,17.757,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/4 hrs/PXL_20260827_151555290.jpg,0.6,BSA,4.0,2026-08-27 15:15:55.290,9,15.401,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0238,362,False,0.6,BSA,PEG,True,none,3,False,high,False,15.401,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/4 hrs/PXL_20260827_151712131.jpg,0.6,BSA,4.0,2026-08-27 15:17:12.131,10,76.841,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,,363,False,0.6,BSA,COOH,True,none,2,False,high,True,76.841,2,False,False,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/4 hrs/PXL_20260827_151728764.jpg,0.6,BSA,4.0,2026-08-27 15:17:28.764,11,16.633,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,,364,False,0.6,BSA,COOH,True,none,3,False,high,False,16.633,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/4 hrs/PXL_20260827_152937207.jpg,0.6,BSA,4.0,2026-08-27 15:29:37.207,12,728.443,0.6 BSA COOH,COOH,True,0.6,True,2,none,,low,only 2 tally rows visible but spacing suggests could be miscounted vs 3,365,False,0.6,BSA,COOH,True,none,1,False,high,True,728.443,3,False,True,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/5 hrs/PXL_20260827_160545935.jpg,0.6,BSA,5.0,2026-08-27 16:05:45.935,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred from consistent pattern",366,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/5 hrs/PXL_20260827_160556728.jpg,0.6,BSA,5.0,2026-08-27 16:05:56.728,2,10.793,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,"sticker leading 0 torn off, inferred",367,False,0.6,BSA,PEG,False,present,2,False,high,False,10.793,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/5 hrs/PXL_20260827_160620482.jpg,0.6,BSA,5.0,2026-08-27 16:06:20.482,3,23.754,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,low,"3 tally rows drawn tightly together, sticker leading 0 torn off",368,False,0.6,BSA,PEG,False,present,3,False,high,False,23.754,1,False,True,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/5 hrs/PXL_20260827_160647426.jpg,0.6,BSA,5.0,2026-08-27 16:06:47.426,4,26.944,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,,369,False,0.6,BSA,COOH,False,present,1,False,high,False,26.944,1,False,False,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/5 hrs/PXL_20260827_160700003.jpg,0.6,BSA,5.0,2026-08-27 16:07:00.003,5,12.577,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,3 tally rows drawn tightly together,370,False,0.6,BSA,COOH,False,present,2,False,high,True,12.577,1,False,True,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/5 hrs/PXL_20260827_160719359.jpg,0.6,BSA,5.0,2026-08-27 16:07:19.359,6,19.356,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"rows compressed, torn between 2 and 3",371,False,0.6,BSA,COOH,False,present,3,False,high,False,19.356,1,False,True,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/5 hrs/PXL_20260827_162054615.jpg,0.6,BSA,5.0,2026-08-27 16:20:54.615,7,815.256,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,,372,False,0.6,BSA,PEG,True,none,2,False,low,True,815.256,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/5 hrs/PXL_20260827_162107706.jpg,0.6,BSA,5.0,2026-08-27 16:21:07.706,8,13.091,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,373,False,0.6,BSA,PEG,True,none,3,False,high,False,13.091,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/5 hrs/PXL_20260827_162309920.jpg,0.6,BSA,5.0,2026-08-27 16:23:09.920,9,122.214,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,374,False,0.6,BSA,PEG,True,none,1,False,high,False,122.214,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/5 hrs/PXL_20260827_162358250.jpg,0.6,BSA,5.0,2026-08-27 16:23:58.250,10,48.33,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,,375,False,0.6,BSA,COOH,True,none,1,False,high,False,48.33,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/5 hrs/PXL_20260827_162415010.jpg,0.6,BSA,5.0,2026-08-27 16:24:15.010,11,16.76,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"second-tab mark looks like a messy 'A' rather than clean 'C', assumed control",376,False,0.6,BSA,COOH,True,none,2,False,high,True,16.76,2,False,True,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/5 hrs/PXL_20260827_162434351.jpg,0.6,BSA,5.0,2026-08-27 16:24:34.351,12,19.341,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,,377,False,0.6,BSA,COOH,True,none,3,False,high,False,19.341,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/6 hrs/PXL_20260827_170414491.jpg,0.6,BSA,6.0,2026-08-27 17:04:14.491,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred",378,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/6 hrs/PXL_20260827_170426866.jpg,0.6,BSA,6.0,2026-08-27 17:04:26.866,2,12.375,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,"sticker leading 0 torn off, inferred",379,False,0.6,BSA,PEG,False,present,2,False,high,False,12.375,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/6 hrs/PXL_20260827_170441670.jpg,0.6,BSA,6.0,2026-08-27 17:04:41.670,3,14.804,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,"sticker leading 0 torn off, inferred",380,False,0.6,BSA,PEG,False,present,3,False,high,False,14.804,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/6 hrs/PXL_20260827_170508886.jpg,0.6,BSA,6.0,2026-08-27 17:05:08.886,4,27.216,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,,381,False,0.6,BSA,COOH,False,present,1,False,high,False,27.216,1,False,False,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/6 hrs/PXL_20260827_170517201.jpg,0.6,BSA,6.0,2026-08-27 17:05:17.201,5,8.315,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,low,"sticker corner torn, rows could be miscounted vs 3",382,False,0.6,BSA,COOH,False,present,2,False,high,False,8.315,1,False,True,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/6 hrs/PXL_20260827_170534342.jpg,0.6,BSA,6.0,2026-08-27 17:05:34.342,6,17.141,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,,383,False,0.6,BSA,COOH,False,present,3,False,high,False,17.141,1,False,False,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/6 hrs/PXL_20260827_171658036.jpg,0.6,BSA,6.0,2026-08-27 17:16:58.036,7,683.694,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,384,False,0.6,BSA,PEG,True,none,1,False,high,False,683.694,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/6 hrs/PXL_20260827_171722746.jpg,0.6,BSA,6.0,2026-08-27 17:17:22.746,8,24.71,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,385,False,0.6,BSA,PEG,True,none,2,False,high,True,24.71,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/6 hrs/PXL_20260827_171739868.jpg,0.6,BSA,6.0,2026-08-27 17:17:39.868,9,17.122,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,386,False,0.6,BSA,PEG,True,none,3,False,high,False,17.122,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/6 hrs/PXL_20260827_171834252.jpg,0.6,BSA,6.0,2026-08-27 17:18:34.252,10,54.384,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"second-tab mark looks like a messy 'A' rather than clean 'C', assumed control",387,False,0.6,BSA,COOH,True,none,2,False,high,True,54.384,2,False,True,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/6 hrs/PXL_20260827_171900683.jpg,0.6,BSA,6.0,2026-08-27 17:19:00.683,11,26.431,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,,388,False,0.6,BSA,COOH,True,none,1,False,high,False,26.431,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/6 hrs/PXL_20260827_171923448.jpg,0.6,BSA,6.0,2026-08-27 17:19:23.448,12,22.765,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,,389,False,0.6,BSA,COOH,True,none,3,False,high,False,22.765,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183735151.jpg,0.6,BSA,7.5,2026-08-27 18:37:35.151,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred",390,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183756833.jpg,0.6,BSA,7.5,2026-08-27 18:37:56.833,2,21.682,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,"sticker leading 0 torn off, inferred",391,False,0.6,BSA,PEG,False,present,2,False,high,False,21.682,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183821749.jpg,0.6,BSA,7.5,2026-08-27 18:38:21.749,3,24.916,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,"sticker leading 0 torn off, inferred",392,False,0.6,BSA,PEG,False,present,3,False,high,False,24.916,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183856374.jpg,0.6,BSA,7.5,2026-08-27 18:38:56.374,4,34.625,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,,393,False,0.6,BSA,COOH,False,present,1,False,high,False,34.625,1,False,False,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183916189.jpg,0.6,BSA,7.5,2026-08-27 18:39:16.189,5,19.815,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,,394,False,0.6,BSA,COOH,False,present,2,False,high,False,19.815,1,False,False,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183926299.jpg,0.6,BSA,7.5,2026-08-27 18:39:26.299,6,10.11,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,,395,False,0.6,BSA,COOH,False,present,3,False,high,False,10.11,1,False,False,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185057116.jpg,0.6,BSA,7.5,2026-08-27 18:50:57.116,7,690.817,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,396,False,0.6,BSA,PEG,True,none,1,False,high,False,690.817,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185112846.jpg,0.6,BSA,7.5,2026-08-27 18:51:12.846,8,15.73,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,397,False,0.6,BSA,PEG,True,none,2,False,high,True,15.73,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185129607.jpg,0.6,BSA,7.5,2026-08-27 18:51:29.607,9,16.761,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,398,False,0.6,BSA,PEG,True,none,3,False,high,False,16.761,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185224090.jpg,0.6,BSA,7.5,2026-08-27 18:52:24.090,10,54.483,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,,399,False,0.6,BSA,COOH,True,none,1,False,high,False,54.483,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185240007.jpg,0.6,BSA,7.5,2026-08-27 18:52:40.007,11,15.917,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,both tab marks messy/blurred - tally rows and control letter both uncertain,400,False,0.6,BSA,COOH,True,none,2,False,high,True,15.917,2,False,True,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185301146.jpg,0.6,BSA,7.5,2026-08-27 18:53:01.146,12,21.139,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,,401,False,0.6,BSA,COOH,True,none,3,False,high,False,21.139,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/9 hrs/PXL_20260827_200527860.jpg,0.6,BSA,9.0,2026-08-27 20:05:27.860,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred",402,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/9 hrs/PXL_20260827_200543526.jpg,0.6,BSA,9.0,2026-08-27 20:05:43.526,2,15.666,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,403,False,0.6,BSA,PEG,False,present,2,False,high,False,15.666,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/9 hrs/PXL_20260827_200554417.jpg,0.6,BSA,9.0,2026-08-27 20:05:54.417,3,10.891,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,,404,False,0.6,BSA,PEG,False,present,3,False,high,False,10.891,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/9 hrs/PXL_20260827_200653928.jpg,0.6,BSA,9.0,2026-08-27 20:06:53.928,4,59.511,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,"tally is a single dense blob, verified via zoomed crop as one row",405,False,0.6,BSA,COOH,False,present,1,False,high,False,59.511,1,False,False,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/9 hrs/PXL_20260827_200713087.jpg,0.6,BSA,9.0,2026-08-27 20:07:13.087,5,19.159,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,,406,False,0.6,BSA,COOH,False,present,2,False,high,True,19.159,1,False,False,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/9 hrs/PXL_20260827_200722614.jpg,0.6,BSA,9.0,2026-08-27 20:07:22.614,6,9.527,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,same tally count as 0283 (two consecutive COOH tally-3 magnet photos),407,False,0.6,BSA,COOH,False,present,3,False,high,False,9.527,1,False,False,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/9 hrs/PXL_20260827_201638697.jpg,0.6,BSA,9.0,2026-08-27 20:16:38.697,7,556.083,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,408,False,0.6,BSA,PEG,True,none,1,False,high,False,556.083,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/9 hrs/PXL_20260827_201656196.jpg,0.6,BSA,9.0,2026-08-27 20:16:56.196,8,17.499,0.6 BSA PEG,PEG,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop,409,False,0.6,BSA,PEG,True,none,2,False,high,False,17.499,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/9 hrs/PXL_20260827_201711499.jpg,0.6,BSA,9.0,2026-08-27 20:17:11.499,9,15.303,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop,410,False,0.6,BSA,PEG,True,none,3,False,high,False,15.303,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/9 hrs/PXL_20260827_201803743.jpg,0.6,BSA,9.0,2026-08-27 20:18:03.743,10,52.244,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,,411,False,0.6,BSA,COOH,True,none,1,False,high,False,52.244,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/9 hrs/PXL_20260827_201832393.jpg,0.6,BSA,9.0,2026-08-27 20:18:32.393,11,28.65,0.6 BSA COOH,COOH,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop,412,False,0.6,BSA,COOH,True,none,2,False,high,False,28.65,2,False,False,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/9 hrs/PXL_20260827_201908588.jpg,0.6,BSA,9.0,2026-08-27 20:19:08.588,12,36.195,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop,413,False,0.6,BSA,COOH,True,none,3,False,high,False,36.195,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213400683.jpg,0.6,BSA,10.5,2026-08-27 21:34:00.683,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,,414,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213411865.jpg,0.6,BSA,10.5,2026-08-27 21:34:11.865,2,11.182,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,415,False,0.6,BSA,PEG,False,present,2,False,high,False,11.182,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213424339.jpg,0.6,BSA,10.5,2026-08-27 21:34:24.339,3,12.474,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,,416,False,0.6,BSA,PEG,False,present,3,False,high,False,12.474,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
